27	93	18	-90	97	-66
44	-81	32	-69	-48	-45
72	79	-15	19	-92	-43
-13	-68	7	85	-15	22
46	96	54	27	32	-32
4	23	14	20	89	-82
-70	-83	-28	-70	49	21
95	-22	-67	33	72	26
-24	46	17	59	43	67
19	9	-30	-26	-58	38
-48	7	-20	58	43	60
-84	58	-40	-40	-68	61
-29	18	19	-63	24	-34
-64	61	22	87	-19	-3
-77	1	28	-42	7	21
19	73	-53	32	-31	-46
91	-43	-25	11	-27	-6
-2	12	41	4	24	90
38	-4	-39	-60	98	-49
26	45	-13	72	-82	-88
36	-96	-43	-12	25	-31
-98	60	-45	-46	-34	-85
-66	16	-67	28	81	-34
-34	95	-20	88	52	28
-17	-53	-8	57	51	-88
48	-61	37	56	32	5
44	-27	-6	-81	-6	63
-57	-69	-46	-10	35	-11
-39	-13	-72	5	23	67
-32	-100	-22	18	34	-71
-2	-47	-96	18	43	34
-26	64	-31	-42	-87	14
26	-96	-5	43	-44	82
-3	-48	-27	-10	-54	75
44	-53	-47	-8	-26	-51
21	76	-87	-90	9	-68
-72	52	98	-28	-64	-71
5	54	97	66	76	0
28	-63	-88	35	-97	79
12	78	38	45	-24	-19
-22	24	-5	3	1	-57
64	-3	21	76	60	24
-96	-80	-48	-6	69	-81
-95	-46	84	-85	-94	-90
-34	28	45	-51	25	-92
-10	-39	11	15	-32	-74
55	100	98	-30	34	-16
94	60	-78	-31	5	22
-53	-96	68	-30	34	-95
77	-8	-85	-87	53	99
18	8	11	-61	83	80
-92	4	79	61	-27	-25
-90	-58	-43	46	48	-54
70	-43	46	49	78	99
55	-43	83	93	-5	27
-43	-95	-30	27	71	19
66	53	89	89	-56	-53
53	-31	-77	-55	-32	-51
48	81	10	57	-12	56
29	18	54	50	-82	42
56	25	-58	49	-41	-26
82	-48	27	-7	-58	69
45	6	-11	79	-14	-10
-46	-36	74	-32	39	43
-39	64	52	-8	70	-91
-16	66	-78	-35	-28	75
-46	-76	39	51	-50	-86
25	-52	53	-14	-28	-22
-86	8	-73	35	1	-85
-50	50	59	2	30	67
-55	21	28	-37	-48	29
-37	4	17	48	81	-99
-26	39	-22	3	11	67
83	76	-40	46	7	84
-37	55	37	64	61	-55
-3	-59	56	71	36	64
91	34	62	43	29	70
28	-89	-70	-84	86	59
8	66	-98	72	39	84
-25	2	5	41	-97	79
81	-38	-63	81	-72	85
-42	-30	-42	7	-17	-44
-55	-55	80	59	-10	81
17	-67	48	46	7	83
-71	88	-36	-95	37	-49
44	-80	53	-95	9	73
9	37	23	49	17	30
33	-9	-50	87	44	98
-45	-4	-16	-10	-12	41
65	46	18	-4	-83	7
-81	46	60	36	38	-65
29	-78	44	100	-40	-24
-71	46	-13	-74	30	-54
2	82	5	-4	-48	-74
50	1	42	-35	5	78
14	19	11	-53	68	-10
-81	24	99	31	-14	13
-25	-39	24	-57	15	68
-89	-53	65	82	-53	-19
-13	-85	-65	33	38	-33
5	-86	-68	61	63	-65
70	-21	-28	-94	41	19
-66	-79	-22	49	-96	-50
72	-43	-49	-15	-43	-31
-88	-82	-60	58	-54	43
98	60	92	71	41	-90
23	-36	-64	-62	7	-74
69	-15	-23	88	94	-2
-70	-61	-20	-80	-46	-23
70	68	51	20	9	7
21	87	85	29	-56	16
65	-18	-78	70	17	62
-36	-19	-54	-3	-63	61
75	61	-31	-89	-78	-53
-82	-57	84	28	-89	-5
-57	-14	-85	-72	-21	67
30	91	-88	-44	10	94
-30	-42	-69	-83	1	86
32	-73	99	29	70	-80
17	52	-71	93	-18	49
26	2	-45	-44	41	31
-8	9	36	39	-68	-38
1	7	-15	39	76	-70
-58	74	60	62	77	95
91	46	100	-89	82	-2
61	-61	-4	-7	11	-20
-99	-25	70	50	23	-63
-49	-16	95	81	18	73
-38	10	99	-5	-87	76
22	88	-47	2	-65	30
14	-59	53	-35	-63	77
-82	51	14	18	-33	-92
57	-43	63	43	-70	-53
96	-62	52	34	7	45
15	-3	6	30	11	80
-8	-19	-2	74	-74	81
-97	3	32	33	10	74
95	7	-54	-66	22	-80
-22	-73	99	7	-69	-57
99	-90	49	31	-19	28
-3	-88	-93	-92	58	-84
-87	-74	47	28	54	-86
67	55	10	-85	-28	-37
-29	-99	-2	-13	93	73
78	6	1	54	-31	-74
45	-14	95	75	89	93
-46	-71	-50	79	-33	45
-81	73	-14	-60	7	-77
22	-75	-60	60	-60	72
94	85	90	14	20	-66
-30	-28	-46	42	-33	81
-88	-40	48	3	59	3
5	29	90	-95	37	-9
71	-87	-19	64	81	97
-95	19	73	-39	59	-80
-75	-32	-38	-24	-58	-21
-18	-80	-31	15	-95	-45
-14	80	-18	38	18	99
-89	-4	-29	96	-57	-60
-73	-95	-76	42	96	32
-35	79	-42	-3	73	8
11	70	68	-80	28	38
-46	5	-59	27	94	-23
4	21	2	57	-8	-65
-8	-83	56	40	-21	72
36	-56	-32	-6	56	46
47	65	-38	-4	-9	73
-56	-13	-78	33	-80	-18
30	46	-13	-24	21	3
66	11	42	-62	79	-24
93	35	-47	58	-38	-56
-39	40	-48	-2	-58	-16
69	91	17	-69	34	47
92	-6	-36	59	-59	-18
36	28	-79	75	36	-6
-14	-54	70	46	64	-50
87	-83	51	37	29	74
